Group_Name,avg_time_per_book,bookshelf_link,category,curr_reading_authors,curr_reading_titles,group_type,location,member_cnt,tags
Books on the Fly,0.0,,"Books & Literature, General",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,7,bookclub
Midtown Reads Banned Books 2017,0.0,https://www.goodreads.com/group/bookshelf/222444-midtown-reads-banned-books-2017,"Organizations, Libraries",,,This is a public group. Anyone can join and invite others to join.,NA,4,"banned-books, biographies, bookclub, dystopian, historical, international, kids, romance, science-fiction-fantasy, southern-authors"
Mr. Miller's Read180,0.0,,"Student Groups, General",,,This is a public group. Anyone can join and invite others to join.,"Salem, OR",2,"bookclub, houck, middle-school, read180, reading-club"
Silk City Book Club,0.0,,"Friends & Common Interest, Beliefs & Causes",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Manchester, CT",4,"bookclub, books, christian, coffee, connecticut, discussion"
The Coffee Shop Book Club,0.0,https://www.goodreads.com/group/bookshelf/222676-the-coffee-shop-book-club,"Books & Literature, Literature & Fiction",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","San Antonio, TX",3,"bookclub, coffee-shop, san-antonio, tripolissa"
The Reading Corner African American Fiction,0.0,,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,19,"african-american-authors, african-american-romance, bookclub, new-adult, new-releases, romance, urban-fiction, women-s-fiction"
The Mortal Instruments bookclub,0.0,,"Just for Fun, Fan Clubs",,,This is a private group. Members must be invited or approved by the group's moderator.,The United Kingdom,2,"bookclub, cassandra-clare, shadowhunters, the-mortal-instruments"
Book Club,0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",Canada,6,bookclub
Total Fantasy and Sci-fi Lovers Book Club,0.0,,"Books & Literature, Science Fiction & Fantasy",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,4,"bookclub, fantasy"
The OTB,0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",Netherlands,3,"bookclub, otb"
The Book Corner,0.0,,"Books & Literature, Entertainment",,,This is a public group. Anyone can join and invite others to join.,The United Kingdom,43,"bookclub, chicklit, crime, fantasy, fiction, romance, sistergroup, thriller"
Reading Is Fun,19.25,https://www.goodreads.com/group/bookshelf/215135-reading-is-fun,"Books & Literature, Literature & Fiction","Nicola Yoon, Lea Carlsen Ejsing</span></a> <span class=""authorName greyText smallText role"">(Translator)</span></div>, <div class=""authorName__container""><a class=""authorName"" itemprop=""url"" href=""https://www.goodreads.com/author/show/14168236.David_Yoon""><span itemprop=""name"">David Yoon</span></a> <span class=""authorName greyText smallText role"">(Illustrations)</span></div>, <div class=""authorName__container""><a class=""authorName"" itemprop=""url"" href=""https://www.goodreads.com/author/show/15039949.Eric_Chevreau""><span itemprop=""name"">Eric Chevreau, Clare Mackintosh, Agatha Christie, Ernest Cline","""Everything, Everything"", ""I See You"", ""And Then There Were None"", ""Ready Player One (Ready Player One, #1)""",This is a public group. Anyone can join and invite others to join.,Philippines,74,bookclub
We Read,0.0,https://www.goodreads.com/group/bookshelf/213674-we-read,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,NA,23,"bookclub, everyone-welcome"
The Littlest Book Club,0.0,,"Books & Literature, Literature & Fiction",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",Canada,2,bookclub
Feminist Book Club,0.0,,"Books & Literature, General",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.",NA,4,"bookclub, feminist-book-club, girls-book-club"
Winston-Salem Winos,0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Winston Salem, NC",3,bookclub
GALA Book Club,0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",Panama,2,bookclub
Yellowstone '17 Book Squad,0.0,,"Just for Fun, Outlandish Statements",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,2,"bookclub, squad"
Literatura română,0.0,https://www.goodreads.com/group/bookshelf/221850-literatura-rom-n,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,Romania,2,"bookclub, club, literatura, romana"
DOC BookClub,0.0,,"Organizations, Advocacy Organizations",,,This is a public group. Anyone can join and invite others to join.,NA,2,"bookclub, incarcerated, inmates, jails, prisoners, prisons"
TT Summer Book Club 2017,0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,3,"bookclub, summer-reading"
A Jar of Pickles,0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","San Francisco, CA",3,"bookclub, ldr"
Detectives ID,0.0,,"Books & Literature, Mystery & Thrillers",,,This is a public group. Anyone can join and invite others to join.,"13430, Indonesia",11,"bookclub, detective, detektif"
Sora Book Club,0.0,,"Friends & Common Interest, Activities",,,This is a public group. Anyone can join and invite others to join.,Ghana,3,"bookclub, etc, fantasy, romance"
Uncensored,0.0,,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,4,"bookclub, dirty, novels, poems, political, short-stories, writers"
In The Fiction Corner,24.0,https://www.goodreads.com/group/bookshelf/222254-in-the-fiction-corner,"Books & Literature, Young Adult","Nicola Yoon, Lea Carlsen Ejsing</span></a> <span class=""authorName greyText smallText role"">(Translator)</span></div>, <div class=""authorName__container""><a class=""authorName"" itemprop=""url"" href=""https://www.goodreads.com/author/show/14168236.David_Yoon""><span itemprop=""name"">David Yoon</span></a> <span class=""authorName greyText smallText role"">(Illustrations)</span></div>, <div class=""authorName__container""><a class=""authorName"" itemprop=""url"" href=""https://www.goodreads.com/author/show/15039949.Eric_Chevreau""><span itemprop=""name"">Eric Chevreau","""Everything, Everything""",This is a public group. Anyone can join and invite others to join.,The United Kingdom,15,"any-genre, any-type-of-book, bookclub, books, fantasy-novels, fiction, fiction-bookclub, young-adult-books, young-adult-fiction"
The Cafe Society,0.0,https://www.goodreads.com/group/bookshelf/221803-the-cafe-society,"Books & Literature, Literature & Fiction",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.",NA,6,"bookclub, cafe-society, coffee, coffee-shop, read, self-improvement"
Bonnyville Book Club,0.0,,"Books & Literature, Literature & Fiction",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","T9N2J3, Canada",11,bookclub
BadReadersReadingBadly,8.0,https://www.goodreads.com/group/bookshelf/222011-badreadersreadingbadly,"Friends & Common Interest, Friends",Jim Butcher,"""Storm Front (The Dresden Files, #1)""",This is a public group. Anyone can join and invite others to join.,NA,13,"bookclub, fantasy, high-fantasy, live, sci-fi, science-fiction, scifi, stream, streaming, twitch"
M & F Book Club,0.0,https://www.goodreads.com/group/bookshelf/221801-m-f-book-club,"Just for Fun, Too Much Information",,,"This is a private group. Members must be invited or approved by the group's moderator.
            This group is accepting new members.",NA,7,"bookclub, fiction, friends, horror, psychological-thriller, thriller"
Monthly Parking,0.0,,"Friends & Common Interest, Friends",,,This is a private group. Members must be invited or approved by the group's moderator.,"T6V 1R2, Canada",6,"bookclub, fantasy, fantasy-romance, historical-fiction, historical-romance"
Triskell Edizioni,0.0,,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,Italy,57,"bookclub, fiction, gay-romance, romance"
CdC - Gruppo di lettura,30.0,https://www.goodreads.com/group/bookshelf/190064-cdc---gruppo-di-lettura,"Books & Literature, Literature & Fiction","Vladimir Nabokov, Anna Raffetto</span></a> <span class=""authorName greyText smallText role"">(Editor)","""Fuoco pallido""",This is a public group. Anyone can join and invite others to join.,Italy,162,"bookclub, fiction, graphic-novels"
Historical Novel Lovers,0.0,,"Books & Literature, History",,,This is a public group. Anyone can join and invite others to join.,NA,32,"bookclub, historical-novels"
Our Best Shelf,0.0,https://www.goodreads.com/group/bookshelf/220961-our-best-shelf,"Friends & Common Interest, Beliefs & Causes",,,This is a public group. Anyone can join and invite others to join.,"New York, NY",2,"art, bookclub, broadway, common-interests, community, football, friends, music, self-help, sports"
Reading Is the Cat’s Meow: A Sophia Bush #BadBitchBookClub,29.0,https://www.goodreads.com/group/bookshelf/220973-reading-is-the-cat-s-meow-a-sophia-bush-badbitchbookclub,"Just for Fun, Fan Clubs",Cheryl Strayed,"""Tiny Beautiful Things: Advice on Love and Life from Dear Sugar""",This is a public group. Anyone can join and invite others to join.,NA,25,"bookclub, education, empowerment, feminism, literature, self-love, sophia-bush, women"
BYOB,0.0,,"Friends & Common Interest, Friends",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,5,"all-books, bookclub, books-are-life, read-and-live, read-or-die-trying, reading-is-fun, reading-is-fundamental"
CBC,0.0,,"Organizations, Companies",,,"This is a restricted group. Members can join if they have an email address at one of these domains: @castlighthealth.com.
          This group meets in real life.",NA,11,"bookclub, castlight"
Club de lectura Cúpula T,30.0,https://www.goodreads.com/group/bookshelf/221196-club-de-lectura-c-pula-t,"Books & Literature, General","Mark Haddon, Patricia Antón de Vez</span></a> <span class=""authorName greyText smallText role"">(Translator)","""El curioso incidente del perro a medianoche""",This is a private group. Members must be invited or approved by the group's moderator.,"72590, Mexico",6,"bookclub, cupula-de-libros"
Fluffy Chick Lits,0.0,,"Friends & Common Interest, Friends",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","South Burlington, VT",7,bookclub
